publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Review of International Economics","0965-7576","1467-9396",1997-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9396",,"10.1111/(ISSN)1467-9396","","","",""
"Review of Policy Research","1541-132X","1541-1338",1997-01-01,15,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-1338",,"10.1111/(ISSN)1541-1338","","","",""
"Review of Urban and Regional Development Studies","0917-0553","1467-940X",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-940X",,"10.1111/(ISSN)1467-940X","","","",""
"Reviews in Medical Virology","1052-9276","1099-1654",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1654",,"10.1002/(ISSN)1099-1654","","","",""
"Reviews in Religion and theology","1350-7303","1467-9418",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9418",,"10.1111/(ISSN)1467-9418","","","",""
"Revista internacional De Seguridad Social","0250-605X","1752-1734",2007-01-01,60,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-1734",,"10.1111/(ISSN)1752-1734","","","",""
"Revista internacional Del Trabajo","0378-5548","1564-9148",1999-01-01,118,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1564-9148",,"10.1111/(ISSN)1564-9148","","","",""
"Revue Internationale De Securite Sociale","0379-0312","1752-1718",2007-01-01,60,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-1718",,"10.1111/(ISSN)1752-1718","","","",""
"Revue Internationale Du Travail","0378-5599","1564-9121",1999-01-01,138,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1564-9121",,"10.1111/(ISSN)1564-9121","","","",""
"Risk Analysis","0272-4332","1539-6924",1997-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1539-6924",,"10.1111/(ISSN)1539-6924","","","",""
"Risk Management and insurance Review","1098-1616","1540-6296",1997-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6296",,"10.1111/(ISSN)1540-6296","","","",""
"Risk, Hazards & Crisis in Public Policy","","1944-4079",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-4079",,"","","","","De Gruyter"
"River Research and Applications","1535-1459","1535-1467",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1535-1467",,"10.1002/(ISSN)1535-1467","","","",""
"Rural Sociology","0036-0112","1549-0831",1997-01-01,62,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1549-0831",,"10.1111/(ISSN)1549-0831","","","",""
"Scandinavian Journal of Caring Sciences","0283-9318","1471-6712",2001-01-01,15,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-6712",,"10.1111/(ISSN)1471-6712","","","",""
"Scandinavian Journal of Immunology","0300-9475","1365-3083",1997-01-01,47,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3083",,"10.1111/(ISSN)1365-3083","","","free back issues after 1 year back to Jan 1st 1997",""
"Scandinavian Journal of Medicine and Science in Sports","0905-7188","1600-0838",1997-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0838",,"10.1111/(ISSN)1600-0838","","","",""
"Scandinavian Journal of Psychology","0036-5564","1467-9450",1997-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9450",,"10.1111/(ISSN)1467-9450","","","",""
"Scandinavian Journal of Statistics","0303-6898","1467-9469",1997-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9469",,"10.1111/(ISSN)1467-9469","","","",""
"Scandinavian Political Studies","0080-6757","1467-9477",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9477",,"10.1111/(ISSN)1467-9477","","","",""
"Scanning - the Journal of Scanning Microscopies","0161-0457","1932-8745",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-8745",,"10.1002/(ISSN)1932-8745","","","",""
"School Science and Mathematics","0036-6803","1949-8594",1997-01-01,97,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1949-8594",,"10.1111/(ISSN)1949-8594","","","",""
"Science Education","0036-8326","1098-237X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-237X",,"10.1002/(ISSN)1098-237X","","","",""
"Scottish Journal of Political Economy","0036-9292","1467-9485",1997-01-01,44,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9485",,"10.1111/(ISSN)1467-9485","","","",""
"Sedimentology","0037-0746","1365-3091",1997-01-01,44,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3091",,"10.1111/(ISSN)1365-3091","","","",""
"Seminars in Dialysis","0894-0959","1525-139X",1997-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-139X",,"10.1111/(ISSN)1525-139X","","","",""
"Significance","1740-9705","1740-9713",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1740-9713",,"10.1111/(ISSN)1740-9713","","","",""
"Singapore Journal of Tropical Geography","0129-7619","1467-9493",1997-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9493",,"10.1111/(ISSN)1467-9493","","","",""
"Skin Research and Technology","0909-752X","1600-0846",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0846",,"10.1111/(ISSN)1600-0846","","","",""
"Sleep and Biological Rhythms","1446-9235","1479-8425",2003-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1479-8425",,"10.1111/(ISSN)1479-8425","","","",""
"Social Anthropology","0964-0282","1469-8676",1997-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8676",,"10.1111/(ISSN)1469-8676","","","",""
"Social Development","0961-205X","1467-9507",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9507",,"10.1111/(ISSN)1467-9507","","","",""
"Social Issues and Policy Review","1751-2395","1751-2409",2007-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-2409",,"10.1111/(ISSN)1751-2409","","","",""
"Social Policy and Administration","0144-5596","1467-9515",1997-01-01,31,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9515",,"10.1111/(ISSN)1467-9515","","","",""
"Social Science Quarterly","0038-4941","1540-6237",2001-01-01,82,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6237",,"10.1111/(ISSN)1540-6237","","","",""
"Sociologia Ruralis","0038-0199","1467-9523",1997-01-01,37,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9523",,"10.1111/(ISSN)1467-9523","","","",""
"Sociological Forum","0884-8971","1573-7861",2007-01-01,22,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1573-7861",,"10.1111/(ISSN)1573-7861","","","",""
"Sociological inquiry","0038-0245","1475-682X",1997-01-01,67,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-682X",,"10.1111/(ISSN)1475-682X","","","",""
"Sociology of Health and Illness","0141-9889","1467-9566",1997-01-01,19,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9566",,"10.1111/(ISSN)1467-9566","","","free back issues after 4 years back to 1979",""
"Software Testing, Verification and Reliability","0960-0833","1099-1689",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1689",,"10.1002/(ISSN)1099-1689","","","",""
"Software:Practice and Experience","0038-0644","1097-024X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-024X",,"10.1002/(ISSN)1097-024X","","","",""
"Soil Use and Management","0266-0032","1475-2743",1997-01-01,13,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-2743",,"10.1111/(ISSN)1475-2743","","","",""
"Special Care in Dentistry","0275-1879","1754-4505",1997-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-4505",,"10.1111/(ISSN)1754-4505","","","",""
"Stahlbau","0038-9145","1437-1049",2004-01-01,73,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1437-1049",,"10.1002/(ISSN)1437-1049","","","",""
"Starch / Staerke","0038-9056","1521-379X",1998-01-01,50,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-379X",,"10.1002/(ISSN)1521-379X","","","",""
"Statistica Neerlandica","0039-0402","1467-9574",1997-01-01,51,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9574",,"10.1111/(ISSN)1467-9574","","","",""
"Statistics in Medicine","0277-6715","1097-0258",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0258",,"10.1002/(ISSN)1097-0258","","","",""
"Steel Construction - Design and Research","1867-0520","1867-0539",2008-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1867-0539",,"10.1002/(ISSN)1867-0539","","","",""
"Steinbeck Review","1546-007X","1754-6087",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-6087",,"10.1111/(ISSN)1754-6087","","","","The Martha Heasley Cox Center for Steinbeck Studies"
"Strain","0039-2103","1475-1305",1997-01-01,33,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-1305",,"10.1111/(ISSN)1475-1305","","","",""
"Strategic Change: Briefings in Entrepreneurial Finance","1086-1718","1099-1697",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1697",,"10.1002/(ISSN)1099-1697","","","",""
"Strategic Management Journal","0143-2095","1097-0266",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0266",,"10.1002/(ISSN)1097-0266","","","",""
"Stress and Health","1532-3005","1532-2998",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-2998",,"10.1002/(ISSN)1532-2998","","","",""
"Structural Concrete","1464-4177","1751-7648",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1751-7648",,"10.1002/(ISSN)1751-7648","","","",""
"Structural Control and Health Monitoring ","1545-2255","1545-2263",2002-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1545-2263",,"10.1002/(ISSN)1545-2263","","","",""
"Student Affairs today","1098-5166","1943-7552",2008-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7552",,"10.1002/(ISSN)1943-7552","","","",""
"Studia Linguistica","0039-3193","1467-9582",1997-01-01,51,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9582",,"10.1111/(ISSN)1467-9582","","","",""
"Studies in Applied Mathematics","0022-2526","1467-9590",1997-01-01,91,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9590",,"10.1111/(ISSN)1467-9590","","","",""
"Studies in ethnicity and Nationalism","1473-8481","1754-9469",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-9469",,"10.1111/(ISSN)1754-9469","","","",""
"Studies in Family Planning","0039-3665","1728-4465",1999-01-01,30,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1728-4465",,"10.1111/(ISSN)1728-4465","","","",""
"Suicide and Life-Threatening Behavior","0363-0234","1943-278X",1997-01-01,27,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1943-278X",,"10.1111/(ISSN)1943-278X","","","",""
"Support For Learning","0268-2141","1467-9604",1997-01-01,12,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9604",,"10.1111/(ISSN)1467-9604","","","",""
"Surface and interface Analysis","0142-2421","1096-9918",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9918",,"10.1002/(ISSN)1096-9918","","","",""
"Surgical Practice","1744-1625","1744-1633",2005-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-1633",,"10.1111/(ISSN)1744-1633","","","",""
"Sustainable Development","0968-0802","1099-1719",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1719",,"10.1002/(ISSN)1099-1719","","","",""
"Swiss Political Science Review","1424-7755","1662-6370",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1662-6370",,"10.1002/(ISSN)1662-6370","","","free back issues after 3 years back to 1995",""
"Symbolic interaction","0195-6086","1533-8665",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1533-8665",,"10.1002/(ISSN)1533-8665","","","",""
"Synapse","0887-4476","1098-2396",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2396",,"10.1002/(ISSN)1098-2396","","","",""
"Syntax","1368-0005","1467-9612",1998-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9612",,"10.1111/(ISSN)1467-9612","","","",""
"System Dynamics Review","0883-7066","1099-1727",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1727",,"10.1002/(ISSN)1099-1727","","","",""
"Systematic Entomology","0307-6970","1365-3113",1997-01-01,22,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3113",,"10.1111/(ISSN)1365-3113","","","",""
"Systems Engineering","1098-1241","1520-6858",1998-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6858",,"10.1002/(ISSN)1520-6858","","","",""
"Systems Research and Behavioral Science","1092-7026","1099-1743",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1743",,"10.1002/(ISSN)1099-1743","","","",""
"Teaching Statistics","0141-982X","1467-9639",1997-01-01,19,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9639",,"10.1111/(ISSN)1467-9639","","","",""
"Teaching theology and Religion","1368-4868","1467-9647",1998-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9647",,"10.1111/(ISSN)1467-9647","","","",""
"Terra Nova","0954-4879","1365-3121",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3121",,"10.1111/(ISSN)1365-3121","","","",""
"Tesol Journal","1056-7941","1949-3533",1999-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1949-3533/",,"10.1002/(ISSN)1949-3533","","","",""
"Tesol Quarterly","0039-8322","1545-7249",1997-01-01,31,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1545-7249/issues",,"10.1002/(ISSN)1545-7249","","","",""
"The American Journal On Addictions","1055-0496","1521-0391",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1521-0391",,"10.1111/(ISSN)1521-0391","","","",""
"The Anatomical Record : Advances in integrative Anatomy and Evolutionary Biology","1932-8486","1932-8494",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-8494",,"10.1002/(ISSN)1932-8494","","","free back issues after 1 year back to 1996",""
"The Australian Economic Review","0004-9018","1467-8462",1997-01-01,30,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8462",,"10.1111/(ISSN)1467-8462","","","",""
"The Australian Journal of Anthropology","1035-8811","1757-6547",1997-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1757-6547",,"10.1111/(ISSN)1757-6547","","","",""
"The Breast Journal","1075-122X","1524-4741",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1524-4741",,"10.1111/(ISSN)1524-4741","","","",""
"The British Journal of Sociology","0007-1315","1468-4446",1999-01-01,50,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-4446",,"10.1111/(ISSN)1468-4446","","","",""
"The Brown University Child and Adolescent  Behavior Letter","1058-1073","1556-7575",2005-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-7575",,"10.1002/(ISSN)1556-7575","","","",""
"The Brown University Child and Adolescent  Psychopharmacology Update","1527-8395","1556-7567",2005-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-7567",,"10.1002/(ISSN)1556-7567","","","",""
"The Brown University Psychopharmacology Update","1068-5308","1556-7532",2005-01-01,16,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-7532",,"10.1002/(ISSN)1556-7532","","","",""
"The Canadian Geographer/Le Geographe Canadien","0008-3658","1541-0064",1997-01-01,41,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-0064",,"10.1111/(ISSN)1541-0064","","","",""
"The Canadian Journal of Chemical Engineering","0008-4034","1939-019X",2002-01-01,80,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-019X",,"10.1002/(ISSN)1939-019X","","","",""
"The Canadian Journal of Statistics","0319-5724","1708-945X",1997-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1708-945X",,"10.1002/(ISSN)1708-945X","","","",""
"The Career Development Quarterly","0889-4019","2161-0045",1997-01-01,58,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-0045",,"10.1002/(ISSN)2161-0045","","","",""
"The Clinical Respiratory Journal","1752-6981","1752-699X",2007-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-699X",,"10.1111/(ISSN)1752-699X","","","",""
"The Clinical Teacher","1743-4971","1743-498X",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-498X",,"10.1111/(ISSN)1743-498X","","","",""
"The Developing Economies","0012-1533","1746-1049",1997-01-01,35,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-1049",,"10.1111/(ISSN)1746-1049","","","",""
"The Econometrics Journal","1368-4221","1368-423X",1998-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1368-423X",,"10.1111/(ISSN)1368-423X","","","",""
"The Economic Journal","0013-0133","1468-0297",1997-01-01,107,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0297",,"10.1111/(ISSN)1468-0297","","","",""
"The Economic Record","0013-0249","1475-4932",1997-01-01,73,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4932",,"10.1111/(ISSN)1475-4932","","","",""
"The Economics of Transition","0967-0750","1468-0351",1997-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0351",,"10.1111/(ISSN)1468-0351","","","",""
"The Ecumenical Review","0013-0796","1758-6623",1997-01-01,49,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-6623",,"10.1111/(ISSN)1758-6623","","","",""
"The F. Scott Fitzgerald Review","1543-3951","1755-6333",2002-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-6333",,"10.1111/(ISSN)1755-6333","","","","Penn State University Press"
"The Geographical Journal","0016-7398","1475-4959",2000-01-01,166,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4959",,"10.1111/(ISSN)1475-4959","","","",""
"The German Quarterly","0016-8831","1756-1183",2005-01-01,78,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-1183",,"10.1111/(ISSN)1756-1183","","","",""
"Hastings Center Report","0093-0334","1552-146X",1997-01-01,27,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1552-146X",,"","","","","The Hastings Center"
"The Heythrop Journal","0018-1196","1468-2265",1997-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2265",,"10.1111/(ISSN)1468-2265","","","",""
"The Historian","0018-2370","1540-6563",1997-01-01,59,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6563",,"10.1111/(ISSN)1540-6563","","","",""
"The Howard Journal of Criminal Justice","0265-5527","1468-2311",1997-01-01,36,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2311",,"10.1111/(ISSN)1468-2311","","","",""
"The International Journal of Medical Robotics  and Computer Assisted Surgery","1478-5951","1478-596X",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1478-596X",,"10.1002/(ISSN)1478-596X","","","",""
"The International Journal of Psychoanalysis","0020-7578","1745-8315",2001-01-01,82,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-8315",,"10.1111/(ISSN)1745-8315","","","",""
"The Japanese Economic Review","1352-4739","1468-5876",1997-01-01,48,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-5876",,"10.1111/(ISSN)1468-5876","","","",""
"The Journal of Addictions and Offender Counseling","1055-3835","2161-1874",1997-01-01,31,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-1874",,"10.1002/(ISSN)2161-1874","","","",""
"The Journal of American Culture","1542-7331","1542-734X",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1542-734X",,"10.1111/(ISSN)1542-734X","","","",""
"The Journal of Analytical Psychology","0021-8774","1468-5922",1997-01-01,42,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-5922",,"10.1111/(ISSN)1468-5922","","","",""
"The Journal of Child Psychology and Psychiatry and Allied Disciplines","0021-9630","1469-7610",1997-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-7610",,"10.1111/(ISSN)1469-7610","","","",""
"The Journal of Comparative Neurology","0021-9967","1096-9861",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9861",,"10.1002/(ISSN)1096-9861","","","",""
"The Journal of Continuing Education in The  Health Professions","0894-1912","1554-558X",1998-01-01,18,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-558X",,"10.1002/(ISSN)1554-558X","","","",""
"The Journal of Dermatology","0385-2407","1346-8138",2006-01-01,33,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1346-8138",,"10.1111/(ISSN)1346-8138","","","",""
"The Journal of Eukaryotic Microbiology","1066-5234","1550-7408",1997-01-01,44,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1550-7408",,"10.1111/(ISSN)1550-7408","","","","International Society of Protistologists"
"Journal of Experimental Zoology Part A Ecological Genetics and Physiology","1932-5223","1932-5231",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-010Xa",,"","","","",""
"The Journal of Finance","0022-1082","1540-6261",1998-01-01,53,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6261",,"10.1111/(ISSN)1540-6261","","","",""
"The Journal of Financial Research","0270-2592","1475-6803",2002-01-01,25,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-6803",,"10.1111/(ISSN)1475-6803","","","",""
"The Journal of Futures Markets","0270-7314","1096-9934",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9934",,"10.1002/(ISSN)1096-9934","","","",""
"The Journal of Gene Medicine  ","1099-498X","1521-2254",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-2254",,"10.1002/(ISSN)1521-2254","","","",""
"The Journal of industrial Economics","0022-1821","1467-6451",1997-01-01,45,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6451",,"10.1111/(ISSN)1467-6451","","","",""
"The Journal of Law, Medicine and ethics","1073-1105","1748-720X",1997-01-01,25,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-720X",,"10.1111/(ISSN)1748-720X","","","",""
"The Journal of Pathology","0022-3417","1096-9896",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9896",,"10.1002/(ISSN)1096-9896","","","",""
"The Journal of Physiology","0022-3751","1469-7793",1997-01-01,501,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-7793",,"10.1111/(ISSN)1469-7793","","","free back issues after 1 year back to 1997",""
"The Journal of Political Philosophy","0963-8016","1467-9760",1997-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9760",,"10.1111/(ISSN)1467-9760","","","",""
"The Journal of Popular Culture","0022-3840","1540-5931",1997-01-01,31,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5931",,"10.1111/(ISSN)1540-5931","","","",""
"The Journal of Product innovation Management","0737-6782","1540-5885",1997-01-01,14,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5885",,"10.1111/(ISSN)1540-5885","","","",""
"The Journal of Rural Health","0890-765X","1748-0361",1997-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-0361",,"10.1111/(ISSN)1748-0361","","","",""
"The Journal of The Historical Society","1529-921X","1540-5923",2002-01-01,2,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5923",,"10.1111/(ISSN)1540-5923","","","",""
"The Journal of The Royal Anthropological institute","1359-0987","1467-9655",2000-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9655",,"10.1111/(ISSN)1467-9655","","","",""
"The Journal of World intellectual Property","1422-2213","1747-1796",1998-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-1796",,"10.1111/(ISSN)1747-1796","","","",""
"The Latin Americanist","1557-2021","1557-203X",2003-01-01,47,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1557-203X",,"10.1111/(ISSN)1557-203X","","","",""
"The Manchester School","1463-6786","1467-9957",1997-01-01,65,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9957",,"10.1111/(ISSN)1467-9957","","","",""
"The Mark Twain Annual","1553-0981","1756-2597",2003-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-2597",,"10.1111/(ISSN)1756-2597","","","","Penn State University Press"
"The Milbank Quarterly","0887-378X","1468-0009",1997-01-01,75,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0009",,"10.1111/(ISSN)1468-0009","","","",""
"The Modern Law Review","0026-7961","1468-2230",1997-01-01,60,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2230",,"10.1111/(ISSN)1468-2230","","","",""
"The Muslim World","0027-4909","1478-1913",1997-01-01,87,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1478-1913",,"10.1111/(ISSN)1478-1913","","","",""
